"subjects" "activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.meanFreq.." "angle.tBodyAccMean.gravity." "angle.tBodyAccJerkMean..gravityMean." "angle.tBodyGyroMean.gravityMean." "angle.tBodyGyroJerkMean.gravityMean." "angle.X.gravityMean." "angle.Y.gravityMean." "angle.Z.gravityMean." "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.std.." "tGravityAccMag.std.." "tBodyAccJerkMag.std.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.std.." "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.std.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.std.."
1 "LAYING" 0.276112586037365 -0.0178638500187688 -0.108519314203245 0.930792659675516 -0.193690998594887 -0.0641416131230934 0.0779931520228614 0.0122979394576711 -0.00382188347058112 -0.0296140814496559 -0.0712291576243265 0.0844325645140261 -0.0980794686176401 -0.0450070807262635 -0.0533345610067355 -0.157791251351642 -0.157791251351642 -0.248101688809617 -0.24882484654175 -0.45782255119941 -0.30789680795531 -0.0525546117562045 -0.304601453563156 -0.313303467876794 0.0336420025640964 0.0718094375233304 -0.334811055284326 -0.187447153100265 -0.417603301087394 -0.269697512853097 -0.35107571157237 -0.239333617987817 -0.335876223183088 -0.379927358436096 -0.301144991076224 -0.0860116033726352 -0.123344464039813 -0.106814412593559 -0.285663066254789 0.15948774070545 -0.234957960885978 0.0834149345554051 -0.396542774636549 0.127816121855771 -0.516658470198987 0.118228265935782 0.018498990273943 -0.00862673190768928 -0.00422292739036382 -0.0124792987440216 -0.752880661337266 0.216527632015733 0.0672343291037532 -0.313640779561957 -0.0353685474834022 -0.225341736634779 -0.977476916597837 -0.966716981986234 -0.952238260196657 -0.297479348432104 -0.125224152386935 -0.445938799460157 -0.452210634696362 -0.327453817228279 -0.309844232562832 -0.374387766051032 -0.509933597279941 -0.454414580006096 -0.338450960816667 -0.338450960816667 -0.23621283152586 -0.358559192888004 -0.498468469796008 -0.317274668737856 -0.0889581135566568 -0.245711117166863 -0.322151456575123 -0.117165584786364 -0.473593470443058 -0.49162008888767 -0.30558998764473 -0.378007047290069 -0.474412970634218 -0.245266277479253 -0.445698884672468 -0.512257293960669
1 "STANDING" 0.27784234625 -0.0172850317482679 -0.107741776464286 0.972624959821429 -0.100440285303571 0.00247623628392857 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.158338674394643 -0.158338674394643 -0.288333024071429 -0.355933083571429 -0.444532485357143 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.322382010942857 -0.00204051097321429 0.0247389728696429 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.359372577678571 -0.534049822678571 -0.3441509245 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.0458601936214286 -0.0191860123089286 0.167457819108929 -0.304992488892857 0.149852522225 -0.269481661080357 -0.00497287788214286 -0.484262828928571 0.250620609769643 -0.548053574821429 0.0527330125375 -0.0322868203928571 -0.0117215775714286 0.0237357261964286 -0.0348937053392857 -0.91711397375 0.152461602857143 0.02003381474925 -0.294098534232143 0.0767484028053571 -0.45702143625 -0.979348381428571 -0.961585474821429 -0.964580803928571 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.377178733392857 -0.377178733392857 -0.282242276785714 -0.492176823571429 -0.48919974625 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.519636926071429 -0.305685376071429 -0.589741506785714 -0.455665300892857
1 "WALKING" 0.277330758736842 -0.0173838185273684 -0.111148103547368 0.935223201473684 -0.282165021263158 -0.068102864 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.136971176556842 -0.136971176556842 -0.141428809031579 -0.160979552536842 -0.298703679084211 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.207548374494737 0.113093646103158 0.0497265196172632 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.209261973376842 -0.386237143210526 -0.185530281244211 -0.339032197115789 -0.103059416434737 -0.255940940315789 0.0147844986621053 -0.0657746190010526 0.00077332156431579 -0.128623450629474 0.1906437244 -0.0571194000343158 0.0938221807027368 -0.199252568986316 0.268844367525895 -0.319308593778947 0.190663448793684 0.0604537474147368 -0.00793037848421052 0.0130594907157895 -0.0187431910452632 -0.729247201052632 0.276953023473684 0.0688589119894737 -0.283740258842105 0.114461336747368 -0.260027902210526 -0.976609642526316 -0.971305961473684 -0.947717226105263 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.219688645631579 -0.219688645631579 -0.0744717500625263 -0.186978364526316 -0.325324878894737 -0.319134719578947 0.056040006846 -0.279686751494737 -0.133586606326316 0.106739857136 -0.534713440421053 -0.516691938736842 -0.0335081597884211 -0.436562227473684 -0.398032586842105 -0.103492403002105 -0.321017953894737 -0.381601911789474
1 "WALKING_DOWNSTAIRS" 0.275567462068966 -0.0171767844203448 -0.112674859827586 0.936506743275862 -0.261986357931034 -0.138107866258621 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.254690333275862 -0.254690333275862 -0.280009317413793 -0.466411754137931 -0.566135217931034 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.246614196618966 0.171743003017241 0.0748536557377586 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.216042668103448 -0.258667984862069 -0.346946648103448 -0.437845763793103 -0.561526265344828 -0.418126217413793 0.0337596901293103 -0.0379896505362069 -0.0445079738913793 -0.290031535172414 0.113494312836207 -0.186764516965517 -0.11716398312069 -0.569755772241379 0.180946463034483 -0.607751646034483 0.0457622957586207 0.0527502832051724 -0.0763020648793103 0.0968438316206897 -0.0366892195344828 -0.722804013965517 0.262491889655172 0.117403280068966 -0.360356726034483 -0.0699140652103448 -0.387411994310345 -0.97777159137931 -0.962355639482759 -0.952091795 -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.328428936551724 -0.328428936551724 -0.139916355325862 -0.561510683275862 -0.567371560862069 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.296596633103448 -0.00561498755362069 -0.543529108103448 -0.615121369827586 -0.568888673448276 -0.545896388103448 -0.456373080862069 -0.0898519904044828 -0.632643292931034 -0.549087007931034
2 "LAYING" 0.262898482105492 -0.0250973539608712 -0.123110786216761 0.804264452443182 -0.229445565830439 -0.107625565440996 0.0786998230748106 0.00742305081947917 -0.00222511167368371 0.00748824213535038 -0.0863204218195246 0.0553987075132008 -0.111022936663873 -0.0384786967437784 -0.0527245517265057 -0.153270461011477 -0.153270461011477 -0.431065790468845 -0.226314844271828 -0.63735020079839 -0.340153998912131 -0.199420680432396 -0.387589811936837 -0.398575210875701 -0.141659635928523 -0.22457448897883 -0.427078442130208 -0.410939948374432 -0.608431874221591 -0.269314893506396 -0.387948063323371 -0.393275795764205 -0.439175374776705 -0.487488553646733 -0.346106302659943 -0.193117602374953 -0.286005438580445 -0.257224725673608 -0.3027763393275 -0.0290680591573106 -0.398353484620265 0.0926197528614394 -0.480917878730871 -0.167898528591526 -0.684037161280777 0.104625975127301 0.0319246190188362 0.00494925801505682 -0.117418693698864 0.0271580307763163 -0.571246730776515 0.239011657719413 0.0981489128213542 -0.288396453999886 -0.0901827546414489 -0.198881966516023 -0.947146716060606 -0.930136313825758 -0.902770234895833 -0.403980500291856 -0.390948668343551 -0.642771429248106 -0.504143102961553 -0.38328374184214 -0.270432572101534 -0.588014624514678 -0.687502164166667 -0.60714236105553 -0.293410310911023 -0.293410310911023 -0.428776653901894 -0.365506596097917 -0.692615742042614 -0.270545325062888 -0.095773637525322 -0.170217059590256 -0.434482779884659 -0.412079611457311 -0.676235070075758 -0.529163782502557 -0.33791740930947 -0.317104182211553 -0.40018022189678 -0.475994287893409 -0.404031826011742 -0.727584415440341
2 "STANDING" 0.27351301570297 -0.0249850743378218 -0.106635834465347 0.915492760891089 -0.321610756237624 0.0585720840993069 0.0769857703069307 0.0120434484206931 -0.0163845602130693 0.00563197368465346 -0.0983993312247525 0.0667126772990099 -0.122997542425743 -0.0486393628193069 -0.0541120947881188 -0.496139785016337 -0.496139785016337 -0.639350233613861 -0.624717605320792 -0.746409373465347 -0.601217177514851 -0.479279473435644 -0.727470954257426 -0.141011411723762 -0.023669927339703 -0.00709368286732673 -0.659303486732673 -0.610657569613861 -0.80617405 -0.00792090227722772 -0.298950778968317 -0.136851818280198 -0.639702114590099 -0.76039344019802 -0.578659020519802 -0.0860865565841584 -0.155759010853465 0.028420516060198 -0.594199095693069 0.054434058629703 -0.645556911792079 0.220942631978218 -0.696895364455446 -0.0462440197013861 -0.788683813861386 0.0885915754339604 -0.016818595390099 -0.0139198900027723 -0.14458291310198 0.112381548435644 -0.686356435346535 0.304746182079208 -0.0186787581158416 -0.549125738468317 -0.425726869550495 -0.651546455178218 -0.971280126237624 -0.939906430990099 -0.934522599108911 -0.628730367960396 -0.577360995435644 -0.822542402178218 -0.726524874653465 -0.724298234158416 -0.63939083719802 -0.665643767891089 -0.819819685445545 -0.651843585930693 -0.575760971752475 -0.575760971752475 -0.666527057326733 -0.675081905346535 -0.782123546336634 -0.531007372426733 -0.435349592222772 -0.640618579069307 -0.630424123742574 -0.569502150512871 -0.837655478316832 -0.754738425742574 -0.706928784158416 -0.695490082079208 -0.631785813623762 -0.697560877326733 -0.716509986435644 -0.789163643861386
2 "WALKING" 0.266505697767857 -0.0211305105890179 -0.101620778848214 0.903710989642857 -0.353963809107143 0.00895127083035714 0.0805306320888393 0.0188346527821429 -0.0174016963696429 -0.00401255358348214 -0.104045236336607 0.0712521615633929 -0.100977267291071 -0.0483021601553571 -0.0463920207309821 -0.214466182669643 -0.214466182669643 -0.369006319008929 -0.295208774539286 -0.570139258214286 -0.373624071964286 -0.101912053683929 -0.444125982410714 -0.274954365290179 0.0285682964964286 -0.209830467247321 -0.387550822053571 -0.23713967925 -0.616719523482143 -0.216715403110982 -0.379947591544643 -0.395039883451786 -0.459477830625 -0.443425972321429 -0.423603453839286 -0.0848693037223214 -0.246596595464286 0.0105049810285714 -0.337589833196429 0.160881863919643 -0.298530012732143 0.149698503220536 -0.433817333142857 0.0570416674655357 -0.607579979107143 0.120634208946696 0.0296121384151786 -0.000775083607142859 -0.0807458667446429 -0.0141406134910714 -0.654973294910714 0.327746351785714 0.0156638374991071 -0.3910219 -0.0422353392080357 -0.233237443115179 -0.964967422857143 -0.962999154107143 -0.943825060357143 -0.357651994148214 -0.187750683221429 -0.643114213035714 -0.553657443125 -0.28170706838125 -0.493428449464286 -0.496135044732143 -0.618787575982143 -0.516336286428571 -0.376371118214286 -0.376371118214286 -0.313138072254464 -0.361651776042857 -0.600744663214286 -0.400760050357143 -0.0788408698321429 -0.199128654085714 -0.384156634919643 -0.188739541325893 -0.668018962142857 -0.585994911964286 -0.2090911446875 -0.565464794553571 -0.500991007767857 -0.33869284328125 -0.429946517928571 -0.622379342589286
2 "WALKING_DOWNSTAIRS" 0.268266923301887 -0.0280880383639623 -0.113056936177358 0.873910811037736 -0.357546064150943 -0.110155444573585 0.0725519504742453 0.0206568861090566 0.00230622442735849 -0.0112249222641509 -0.0796598459584906 0.0550870833103774 -0.0900566466320755 -0.0409727171915094 -0.0592202575264151 -0.0625393975622641 -0.0625393975622641 -0.240673355966981 -0.265234438742736 -0.548904134339623 -0.168157678695283 0.0795515230075472 -0.339017391169811 -0.378096040981132 -0.0503809001707547 -0.11516575095217 -0.205056151499057 -0.115290091933868 -0.497377333981132 -0.244784241009434 -0.411101707386792 -0.350455366650943 -0.275153347482075 -0.51519119545283 -0.278971118769811 -0.0976465732943396 -0.154686446669811 0.00386421540754717 -0.045708790945283 0.0548641575122642 -0.131289667546226 0.0587211241849057 -0.428470707424528 -0.052825061659434 -0.567585173066038 0.0192360645179245 -0.00327965346886793 0.0612809672150943 0.0160970783018868 -0.0157048897415094 -0.611619178584906 0.331384251320755 0.0985717934735849 -0.15372687539717 0.123033027166038 -0.251404748292453 -0.942409538113208 -0.923235396037736 -0.919210486320755 -0.189837761016981 -0.0838511775820755 -0.545191378207547 -0.396069908484906 -0.50869403509434 -0.397924294698113 -0.390511156320755 -0.639927541622642 -0.415953961174528 -0.090091422454717 -0.090091422454717 -0.142549124613208 -0.34945269559434 -0.551825325698113 -0.151676710241509 0.0717775857216981 -0.267099833787736 -0.24860630314434 -0.113435212132075 -0.592172970377358 -0.438093982877359 -0.512897641603774 -0.499860203679245 -0.258878970038679 -0.166644797174528 -0.412988998541509 -0.564300236367924
3 "LAYING" 0.287561214045184 -0.0170119281291807 -0.105471638765729 0.921233442865636 -0.163642873505351 -0.0528282459270273 0.0899036872318668 -0.00027872278920333 -0.0108407333758859 -0.0763535367097919 -0.0554836159086908 0.0931484298336266 -0.0720507898286682 -0.0520855960807253 -0.0558068695211772 0.151325859962973 0.151325859962973 -0.0844310630216409 -0.0934951181308918 -0.396605098037455 0.0783873805485018 0.0824138440250178 -0.168597281614709 -0.406098658570749 -0.0169917685128062 0.0947367250614507 -0.046897980182283 -0.105542012304637 -0.293725359637336 -0.325754025196195 -0.395297477537218 -0.238643211147622 -0.192013257271106 -0.279998522848989 -0.157875541803365 -0.195565021541011 -0.0610572956758383 -0.0465454107987337 0.184542091640904 0.0215242954516052 0.0331471265451962 0.0148346409711415 -0.26216470904308 0.0487460016088573 -0.421056872613983 0.0975156981669691 -0.0402315629637455 -0.0278741062668133 0.187735183996706 -0.075771608691082 -0.77147002019025 0.196985141845898 0.0595623400565755 0.150182119287277 0.0915561493274435 -0.144652568278751 -0.948539631224733 -0.935022247146254 -0.910017631629013 -0.0056979238694887 -0.0627743502935803 -0.355266955863674 -0.303914275904637 -0.296890216289893 -0.260752016390844 -0.370475852498811 -0.439097864402497 -0.334394793843127 0.15933210666308 0.15933210666308 0.0122833970010702 -0.218819763774078 -0.428108171324209 0.173332320543936 0.0251270079640785 -0.203301137233413 -0.0538293072798906 -0.0812483317869798 -0.416569355722402 -0.344367546662747 -0.316829432421023 -0.367215774133413 -0.0388386877840071 -0.0251421674279189 -0.331516103440844 -0.479976808069834
3 "STANDING" 0.29354392712766 -0.00850107533191489 -0.100319930659574 0.956649352553192 -0.0607578318319149 0.0216777910246191 0.109650600459574 0.0137618233808511 0.0213397664446809 -0.068294569906383 -0.0707805998787234 0.0806559989574468 -0.110149008255319 -0.0708296588478723 -0.0399656935617021 0.211138853638298 0.211138853638298 -0.0637528559361702 -0.218029835319149 -0.39719562106383 0.0984320090212766 0.0792280694042553 -0.374740089574468 -0.45352450106383 0.0363662394234043 -0.00437220373021277 -0.0368012151170213 -0.0568032957531915 -0.491979946170213 -0.350911621829787 -0.470994737234043 -0.303523360659574 -0.295345101425532 -0.382483075106383 -0.034175027916383 -0.00892286550425532 -0.00764242092148936 0.211555807 0.155742168808511 -0.0137055065085106 0.00918394264170213 0.110968064831915 -0.349338414731915 0.204633757510638 -0.453697247021277 0.0723815085255319 -0.0397384617021277 -0.0414008516170213 0.123686466212766 -0.00140446813617022 -0.947116527659574 0.125876924702128 0.00648109544829787 0.275046110468085 0.0907630761042553 -0.325891435319149 -0.950490938510638 -0.912363420851064 -0.927192732978723 0.0322415501638298 0.0473612314702128 -0.52265163787234 -0.46064684487234 -0.409134149148936 -0.227869042382979 -0.411302217446809 -0.514591487234043 -0.0344217467042553 0.205422375957447 0.205422375957447 -0.0292570509829787 -0.360678305253192 -0.450303212340426 0.336554724893617 0.0268269875085106 -0.353397850212766 0.011055933212766 0.0901720096791489 -0.551178075319149 -0.51494094106383 -0.431552775319149 -0.374705187021277 0.0428533623276596 -0.089735699787234 -0.484141274255319 -0.487128422553191
3 "WALKING" 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.931874418979592 -0.266610338979592 -0.0621199585938775 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 0.0271882914106122 0.0271882914106122 -0.0894474807979592 -0.0757412543673469 -0.295463843346939 0.0382291831510204 0.00154990783591837 -0.225574471693878 -0.307395198687755 0.0632200839346939 0.294322700810612 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.253164344918367 -0.33758970122449 0.00937223889183673 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 -0.100453729040816 0.0825511487183673 -0.0756762067714286 0.0965845343040816 0.119187142767959 0.0262184949326531 0.0764915474326531 -0.185720285744898 0.349613895469388 -0.281963359177551 0.190000706165102 -0.00269512515918367 0.0899316865510204 0.0633382849183673 -0.0399768458163265 -0.744483753469388 0.267245784693878 0.0650047072244898 0.0300353383483878 -0.0319359434489796 -0.230434213204082 -0.950559811632653 -0.937018658979592 -0.895939695102041 -0.012283860544898 -0.101601390640816 -0.345735032326531 -0.458030542938775 -0.126349194938775 -0.124702454242857 -0.487027342244898 -0.238824827530612 -0.268761480242857 0.0198843506265306 0.0198843506265306 -0.0257877197081633 -0.225724368061224 -0.306510645530612 0.0243308391387755 -0.112963739953061 -0.297927894693878 -0.0863278966402041 -0.134580008877551 -0.401721464285714 -0.495422486102041 -0.181414728657143 -0.238443565306122 -0.186530301073469 -0.104052260726531 -0.398350390122449 -0.391919876612245
3 "WALKING_DOWNSTAIRS" 0.292423484693878 -0.0193554079328571 -0.116139842908163 0.939057787755102 -0.228829214285714 -0.102352758040816 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.0628126118283674 -0.0628126118283674 -0.205239246653061 -0.215294501244898 -0.508567577142857 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.325863694730612 0.0529065241102041 -0.0566003044840816 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.229599432510204 -0.356023306938775 -0.274421716 -0.129066574295918 -0.542694164081633 -0.302866461179592 -0.159888621187755 -0.109972458132653 0.0910072841755102 0.0289413195612245 0.0439616686306122 -0.049477977322449 0.0434967841218367 -0.332376629371429 -0.0516699550093633 -0.576277199387755 0.0654444360816327 -0.0475794238163265 -0.0108494994238776 0.313783896122449 -0.077283993244898 -0.766823525918367 0.240927177346939 0.0932212612040816 -0.0574100475102041 -0.0331503723387755 -0.362240245489796 -0.950061129591837 -0.946094637755102 -0.899943947755102 -0.0858010042244898 -0.111439194979592 -0.571735243061224 -0.261653414014286 -0.546740387959184 -0.44230776755102 -0.285683162346939 -0.680947338163265 -0.374605412306122 -0.0411340078469388 -0.0411340078469388 -0.0926324494530612 -0.245794699346939 -0.583919211020408 -0.0654417192653061 -0.109722354322449 -0.389723034061224 -0.165442898685714 -0.14772824006198 -0.613525074285714 -0.30863033105102 -0.553094540204082 -0.548164313265306 -0.233849422120408 -0.159102288018367 -0.322440827020408 -0.624910820612245
